name,branch,percentile,category,city,year
"Government College of Engineering, Amravati",Civil Engineering,61.4332053,ST (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,76.9213416,VJ,Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,58.7429854,NT3 (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,76.2843676,NT1,Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,80.7328826,OPEN,Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,78.3308876,OBC (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,76.2843676,OBC,Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,79.8081214,NT2,Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,89.690179,TFWS,Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,78.067557,EWS,Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,75.0737739,SC (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,67.3938217,NT1 (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,73.642653,NT2 (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,76.6166542,SC,Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,58.7429854,ST,Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,83.4053417,OPEN (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,74.1935484,NT3,Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,36.1619626,DEF OPEN,Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,70.5106049,PWD OPEN,Amravati,2023
"Government College of Engineering, Amravati",Civil Engineering,75.867353,VJ (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Computer Science and Engineering,80.6210251,ST (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Computer Science and Engineering,95.9541871,VJ,Amravati,2023
"Government College of Engineering, Amravati",Computer Science and Engineering,93.8260094,NT3,Amravati,2023
"Government College of Engineering, Amravati",Computer Science and Engineering,97.1523959,OPEN (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Computer Science and Engineering,96.8581856,OBC (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Computer Science and Engineering,94.1664477,DEF OPEN,Amravati,2023
"Government College of Engineering, Amravati",Computer Science and Engineering,97.0482604,OBC,Amravati,2023
"Government College of Engineering, Amravati",Computer Science and Engineering,82.4643661,PWD OPEN,Amravati,2023
"Government College of Engineering, Amravati",Computer Science and Engineering,94.6808113,NT1,Amravati,2023
"Government College of Engineering, Amravati",Computer Science and Engineering,96.0633178,NT2,Amravati,2023
"Government College of Engineering, Amravati",Computer Science and Engineering,93.2969235,DEF OBC (Rural),Amravati,2023
"Government College of Engineering, Amravati",Computer Science and Engineering,97.3642653,OPEN,Amravati,2023
"Government College of Engineering, Amravati",Computer Science and Engineering,97.3792778,TFWS,Amravati,2023
"Government College of Engineering, Amravati",Computer Science and Engineering,95.9738402,EWS,Amravati,2023
"Government College of Engineering, Amravati",Computer Science and Engineering,92.733306,SC (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Computer Science and Engineering,80.8641005,PWD OBC (Rural),Amravati,2023
"Government College of Engineering, Amravati",Computer Science and Engineering,94.0441452,SC,Amravati,2023
"Government College of Engineering, Amravati",Computer Science and Engineering,82.3107244,ST,Amravati,2023
"Government College of Engineering, Amravati",Information Technology,76.2843676,ST (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Information Technology,90.4575998,VJ,Amravati,2023
"Government College of Engineering, Amravati",Information Technology,93.521357,NT1,Amravati,2023
"Government College of Engineering, Amravati",Information Technology,95.9738402,OPEN,Amravati,2023
"Government College of Engineering, Amravati",Information Technology,95.9541871,OBC (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Information Technology,95.6795422,OBC,Amravati,2023
"Government College of Engineering, Amravati",Information Technology,95.0744473,NT2,Amravati,2023
"Government College of Engineering, Amravati",Information Technology,87.4817577,DEF OBC (Rural),Amravati,2023
"Government College of Engineering, Amravati",Information Technology,96.4414768,TFWS,Amravati,2023
"Government College of Engineering, Amravati",Information Technology,95.0827713,EWS,Amravati,2023
"Government College of Engineering, Amravati",Information Technology,91.4895289,SC (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Information Technology,93.5868331,NT1 (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Information Technology,95.2175544,NT2 (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Information Technology,92.4862529,SC,Amravati,2023
"Government College of Engineering, Amravati",Information Technology,81.8534982,ST,Amravati,2023
"Government College of Engineering, Amravati",Information Technology,96.2787373,OPEN (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Information Technology,93.2108027,NT3,Amravati,2023
"Government College of Engineering, Amravati",Information Technology,87.6984872,DEF OPEN,Amravati,2023
"Government College of Engineering, Amravati",Information Technology,70.5106049,PWD OPEN,Amravati,2023
"Government College of Engineering, Amravati",Information Technology,67.711928,PWD SC (Rural),Amravati,2023
"Government College of Engineering, Amravati",Electrical Engineering,29.2444305,ST (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Electrical Engineering,83.4300164,VJ,Amravati,2023
"Government College of Engineering, Amravati",Electrical Engineering,89.1600241,OPEN (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Electrical Engineering,58.0840122,NT3 (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Electrical Engineering,87.0556299,OBC (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Electrical Engineering,54.0043616,DEF OPEN,Amravati,2023
"Government College of Engineering, Amravati",Electrical Engineering,85.4752553,OBC,Amravati,2023
"Government College of Engineering, Amravati",Electrical Engineering,86.3550668,VJ (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Electrical Engineering,82.251586,NT1,Amravati,2023
"Government College of Engineering, Amravati",Electrical Engineering,79.7807688,NT2,Amravati,2023
"Government College of Engineering, Amravati",Electrical Engineering,87.2113119,OPEN,Amravati,2023
"Government College of Engineering, Amravati",Electrical Engineering,90.1850615,TFWS,Amravati,2023
"Government College of Engineering, Amravati",Electrical Engineering,84.2884307,EWS,Amravati,2023
"Government College of Engineering, Amravati",Electrical Engineering,85.4752553,SC (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Electrical Engineering,80.7328826,SC,Amravati,2023
"Government College of Engineering, Amravati",Electrical Engineering,54.0043616,ST,Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,61.6397637,ST (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,87.3774785,VJ,Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,92.8593873,NT1,Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,93.495874,OPEN,Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,93.2464234,OBC (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,93.0014674,OBC,Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,91.2629338,NT2,Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,72.394012,DEF OBC (Rural),Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,94.2498036,TFWS,Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,91.7108778,EWS,Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,89.5231349,SC (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,91.0376802,NT2 (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,88.5960295,SC,Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,56.656397,ST,Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,94.2498036,OPEN (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,87.6984872,NT3,Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,78.4161664,DEF OPEN,Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,20.1485207,PWD OPEN,Amravati,2023
"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,82.4443082,VJ (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Instrumentation Engineering,42.4233825,ST (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Instrumentation Engineering,39.9066862,VJ,Amravati,2023
"Government College of Engineering, Amravati",Instrumentation Engineering,78.8754662,OPEN (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Instrumentation Engineering,66.4309764,NT1 (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Instrumentation Engineering,73.4246062,OBC (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Instrumentation Engineering,73.3779089,OBC,Amravati,2023
"Government College of Engineering, Amravati",Instrumentation Engineering,71.2687819,NT2,Amravati,2023
"Government College of Engineering, Amravati",Instrumentation Engineering,77.9969992,OPEN,Amravati,2023
"Government College of Engineering, Amravati",Instrumentation Engineering,85.1537884,TFWS,Amravati,2023
"Government College of Engineering, Amravati",Instrumentation Engineering,77.9969992,EWS,Amravati,2023
"Government College of Engineering, Amravati",Instrumentation Engineering,66.4309764,SC (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Instrumentation Engineering,68.3823818,SC,Amravati,2023
"Government College of Engineering, Amravati",Instrumentation Engineering,37.6936381,ST,Amravati,2023
"Government College of Engineering, Amravati",Mechanical Engineering,43.5071268,ST (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Mechanical Engineering,75.1725431,VJ,Amravati,2023
"Government College of Engineering, Amravati",Mechanical Engineering,75.1725431,NT3,Amravati,2023
"Government College of Engineering, Amravati",Mechanical Engineering,82.3107244,OPEN (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Mechanical Engineering,76.2843676,OBC (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Mechanical Engineering,81.8534982,OBC,Amravati,2023
"Government College of Engineering, Amravati",Mechanical Engineering,66.9527897,VJ (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Mechanical Engineering,78.5775598,NT2 (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Mechanical Engineering,79.8081214,NT1,Amravati,2023
"Government College of Engineering, Amravati",Mechanical Engineering,78.4161664,NT2,Amravati,2023
"Government College of Engineering, Amravati",Mechanical Engineering,84.0516274,OPEN,Amravati,2023
"Government College of Engineering, Amravati",Mechanical Engineering,87.5056399,TFWS,Amravati,2023
"Government College of Engineering, Amravati",Mechanical Engineering,82.251586,EWS,Amravati,2023
"Government College of Engineering, Amravati",Mechanical Engineering,73.642653,SC (Ladies),Amravati,2023
"Government College of Engineering, Amravati",Mechanical Engineering,73.1851907,SC,Amravati,2023
"Government College of Engineering, Amravati",Mechanical Engineering,33.2472877,ST,Amravati,2023
"Sant Gadge Baba Amravati University,Amravati",Food Technology,71.8303504,TFWS,Amravati,2023
"Sant Gadge Baba Amravati University,Amravati",Food Technology,40.6521983,EWS,Amravati,2023
"Sant Gadge Baba Amravati University,Amravati",Oil and Paints Technology,49.4761567,EWS,Amravati,2023
"Government College of Engineering,Yavatmal",Civil Engineering,73.4109953,TFWS,Yavatmal,2023
"Government College of Engineering,Yavatmal",Civil Engineering,51.0567213,EWS,Yavatmal,2023
"Government College of Engineering,Yavatmal",Computer Engineering,92.6604063,TFWS,Yavatmal,2023
"Government College of Engineering,Yavatmal",Computer Engineering,88.6695314,EWS,Yavatmal,2023
"Government College of Engineering,Yavatmal",Computer Engineering,55.4490884,DEF OBC (Rural),Yavatmal,2023
"Government College of Engineering,Yavatmal",Computer Engineering,71.6671025,DEF OPEN,Yavatmal,2023
"Government College of Engineering,Yavatmal",Electrical Engineering,76.7693871,TFWS,Yavatmal,2023
"Government College of Engineering,Yavatmal",Electrical Engineering,64.2666767,EWS,Yavatmal,2023
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,85.9227307,TFWS,Yavatmal,2023
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,77.0079706,EWS,Yavatmal,2023
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,44.476613,DEF OBC (Rural),Yavatmal,2023
"Government College of Engineering,Yavatmal",Electronics and Telecommunication Engg,49.2213366,DEF OPEN,Yavatmal,2023
"Government College of Engineering,Yavatmal",Mechanical Engineering,75.867353,TFWS,Yavatmal,2023
"Government College of Engineering,Yavatmal",Mechanical Engineering,58.1382561,EWS,Yavatmal,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,97.2654813,TFWS,Shegaon,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,93.1305459,EWS,Shegaon,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,47.3478734,PWD OBC (Rural),Shegaon,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Computer Science and Engineering,90.2424513,DEF OPEN,Shegaon,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,84.5084815,DEF OPEN,Shegaon,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,82.2034564,DEF OBC (Rural),Shegaon,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,94.3894513,TFWS,Shegaon,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,92.2256284,EWS,Shegaon,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Information Technology,37.6936381,PWD OBC (Rural),Shegaon,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],87.7770341,TFWS,Shegaon,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electrical Engg[Electronics and Power],63.973064,EWS,Shegaon,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,90.1268014,TFWS,Shegaon,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,80.6210251,EWS,Shegaon,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Electronics and Telecommunication Engg,35.1345873,DEF OPEN,Shegaon,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,84.740951,TFWS,Shegaon,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,55.2985075,EWS,Shegaon,2023
"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Mechanical Engineering,12.1380345,DEF OPEN,Shegaon,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,4.1972993,NT1 (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,16.2396627,VJ,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,5.0725526,NT3,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,54.6296296,OPEN (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,39.9699925,OBC (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,38.9045575,OBC,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,29.4111028,NT2 (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,34.1365462,NT1,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,36.029881,NT2,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,44.476613,OPEN,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,58.0840122,TFWS,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,3.8552498,EWS,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,43.6615489,SC (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,34.1365462,SC,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Civil Engineering,15.6886806,ST,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,73.2522683,ST (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,82.251586,VJ,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,76.0463981,NT3 (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,82.4643661,NT1,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,89.4065093,OPEN,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,89.4065093,OBC (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,88.7938441,OBC,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,85.1782223,NT2,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,93.8586283,TFWS,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,85.4752553,SC (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,43.224841,DEF OBC,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,87.0718315,NT2 (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,84.0516274,SC,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,52.2415622,ST,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,89.8061335,OPEN (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,83.4300164,NT3,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,67.711928,DEF OPEN,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,32.3095051,PWD OPEN,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,72.394012,VJ (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,29.9996237,PWD OBC (Rural),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Computer Science and Engineering,19.6543598,PWD OBC,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,82.2266135,NT1 (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,76.9213416,VJ,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,78.0359147,NT3,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,86.3770498,OPEN (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,86.2561357,OBC (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,56.7405028,DEF OPEN,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,85.8062103,OBC,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,0.4713805,PWD OPEN,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,71.2687819,VJ (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,73.4109953,NT2 (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,82.2034564,NT1,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,75.867353,NT2,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,86.3437564,OPEN,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,91.889263,TFWS,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,76.6166542,EWS,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,81.1192722,SC (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,80.8641005,SC,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Information Technology,36.6068088,ST,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,50.8083922,ST (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,83.1704016,OPEN (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,71.1698646,NT3,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,82.3346823,OBC (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,82.251586,OBC,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,70.2813361,VJ (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,72.6119403,NT1,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,73.642653,NT2,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,83.375844,OPEN,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,88.7938441,TFWS,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,73.0265619,EWS,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,79.4628516,SC (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,77.7994669,SC,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Artificial Intelligence (AI) and Data Science,13.224841,ST,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,29.3464077,VJ,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,71.6354089,OPEN (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,64.0952985,OBC (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,63.973064,OBC,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,61.432847,NT2,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,66.6716379,OPEN,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,78.4065273,TFWS,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,53.8156961,EWS,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,63.3857031,SC (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,53.8156961,SC,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Industrial IoT,60.750409,NT1 Ladies (II),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,66.4309764,VJ,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,49.0455617,NT3,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,79.7907966,OPEN (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,77.7994669,OBC (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,76.8406961,OBC,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,42.9215913,VJ (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,71.1698646,NT2 (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,75.1725431,NT1,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,67.9544349,NT2,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,78.067557,OPEN,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,85.4445126,TFWS,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,63.6508999,EWS,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,69.3042857,SC (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Electronics and Telecommunication Engg,66.8171727,SC,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,29.4111028,NT1 (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,32.3660798,VJ,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,41.0926455,NT3,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,36.3578395,OPEN (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,31.7228694,OBC (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,41.1609401,OBC,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,11.2906846,NT2 (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,4.1911023,NT1,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,12.8630551,NT2,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,47.387098,OPEN,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,71.3590844,TFWS,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,10.7415831,EWS,Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,28.1052376,SC (Ladies),Amravati,2023
"Prof. Ram Meghe Institute of Technology & Research, Amravati",Mechanical Engineering,29.4111028,SC,Amravati,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",Civil Engineering,63.973064,TFWS,Amravati,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",Civil Engineering,8.2783196,EWS,Amravati,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",Computer Science and Engineering,88.7938441,TFWS,Amravati,2023
"P. R. Pote (Patil) Education & Welfare Trust's Group of Institution(Integrated Campus), Amravati",Computer Science and Engineering,72.6119403,EWS,Amravati,2023
